Tier,ProductCode,Product Description
2,8303,"Armoured or reinforced safes,safe deposit locke"
3,830300,"Safes,safe deposit lockers,cash,deep or strong"
2,8304,"Filing cabinets,of base metal other than office"
3,830400,"Office/desk equipment,base mtl eg filing cab,tr"
2,8305,Fittings for loose-leaf binders or files etc. o
3,830510,Fitting for loose-leaf binders or files of base
3,830520,"Staples in strips,base mtl,nes (eg for offices,"
3,830590,"Letter corners,letter or paper clips and simila"
2,8306,"Bells,gongs and the like,non-electric,of base m"
3,830610,"Bells, gongs and the like, of base metal"
3,830621,Statuettes and other ornaments plated with prec
3,830629,"Statuettes and other ornaments, nes"
3,830630,"Photograph, picture, or similar frames and mirr"
2,8307,Flexible tubing of base metal with or without f
3,830710,"Tubing, flexible, with or without fittings of i"
3,830790,"Tubing, flexible, with or without fittings, of"
2,8308,"Claps,frames,buckles,hooks,eyes,of base metal u"
3,830810,"Hooks,eyes and eyelets of base mtl for clothing"
3,830820,"Rivets,tubular or bifurcated,of base mtl for cl"
3,830890,"Beads, spangles & other made up art nes,for clo"
2,8309,"Stoppers,caps and lids for bottles, other packi"
3,830910,"Corks, crown, of base metal"
3,830990,"Stoppers,caps,lids,seals and oth packing access"
2,8310,"Sign,name,address plates, of base metal excludi"
3,831000,"Letters,numbers,sign plates&sim art of base mtl"
2,8311,"Wire,rods,tubes,plates,electrodes,of base metal"
3,831110,"Electrodes, coated, of base metal, for electric"
3,831120,"Wire, cored, of base metal, for electric arc we"
3,831130,Coated rods and cored wire of base mtl for sold
3,831190,"Electrodes&sim prod of base mtl/mtl carbd,nes,f"
1,84,"Nuclear reactors, boilers, mchy & mech  applian"
2,8401,"Nuclear reactors;fuel elements,machinery for is"
3,840110,Nuclear reactors
3,840120,Machinery and apparatus for isotopic separation
3,840130,"Fuel elements (cartridges), non-irradiated, for"
3,840140,Parts of nuclear reactors
2,8402,"Steam or other vapour generating boilers,super-"
3,840211,Watertube boilers with a steam production excee
3,840212,Watertube boilers with a steam production not e
3,840219,"Vapour generating boilers nes, including hybrid"
3,840220,Super-heated water boilers
3,840290,Parts of steam or vapour generating boilers nes
2,8403,Central heating boilers other than those of hea
3,840310,Central heating boilers nes
3,840390,Parts of central heating boiler nes
2,8404,"Auxiliary plant for use with boilers,condensers"
3,840410,Auxiliary plant for use with steam or vapour ge
3,840420,Condensers for steam or vapour power units
3,840490,Parts for auxiliary plant & condenser for steam
2,8405,"Producer of gas or water gas generators,with or"
3,840510,Producer gas or water gas generators acetylene
3,840590,"Parts of prod gas or wat gas gen,acetylene gas"
2,8406,Steam tuybines and other vapour turbines
3,840611,Steam and vapour turbines for marine propulsion
3,840619,Steam and vapour turbines nes
3,840690,Parts of steam and vapour turbines
2,8407,Spark-ignition reciprocating or rotary internal
3,840710,"Aircraft engines, spark-ignition reciprocating"
3,840721,"Outboard motors, spark-ignition reciprocating o"
3,840729,Marine engines nes of the spark-ignition recipr
3,840731,"Engines, spark-ignition reciprocating, displaci"
3,840732,"Engines, spark-ignition reciprocating, displaci"
3,840733,"Engines, spark-ignition reciprocating displacin"
3,840734,"Engines, spark-ignition reciprocating displacin"
3,840790,"Engines, spark-ignition type nes"
2,8408,"Compression-ignition,combustion piston engines("
3,840810,"Marine propulsion engines, diesel"
3,840820,"Engines, diesel, for the vehicles of Chapter 87"
3,840890,"Engines, diesel nes"
2,8409,Accessory parts suitable for engines of heading
3,840910,Parts for spark-ignition type aircraft engines
3,840991,Parts for spark-ignition type engines nes
3,840999,Parts for diesel and semi-diesel engines
2,8410,"Hydraulic turbines,water-wheels and regulators"
3,841011,Hydraulic turbines & water wheels of a power no
3,841012,Hyd turbines & water wheels of a power exc 1000
3,841013,Hydraulic turbines and water wheels of a power
3,841090,Parts of hydraulic turbines & water wheels incl
2,8411,"Turbo-jets,turbo-propellers and other gas turbi"
3,841111,Turbo-jets of a thrust not exceeding 25 KN
3,841112,Turbo-jets of a thrust exceeding 25 KN
3,841121,Turbo-propellers of a power not exceeding 1100
3,841122,Turbo-propellers of a power exceeding 1100 KW
3,841181,Gas turbines nes of a power not exceeding 5000
3,841182,Gas turbines nes of a power exceeding 5000 KW
3,841191,Parts of turbo-jets or turbo-propellers
3,841199,Parts of gas turbines nes
2,8412,Other engines and motors
3,841210,Reaction engines nes other than turbo jets
3,841221,Hydraulic power engines & motors linear acting
3,841229,Hydraulic power engines & motors nes
3,841231,Pneumatic power engines & motors linear acting
3,841239,Pneumatic power engines & motors nes
3,841280,Engines and motors nes
3,841290,Parts of hydraulic & pneumatic & other power en
2,8413,"Pumps for liquids,with or without measuringdevi"
3,841311,Pumps with or w/o a meas device for disp fuel/l
3,841319,Pumps fitted or designed to be fitted with a me
3,841320,"Hand pumps nes, o/t those of subheading No 8413"
3,841330,"Fuel, lubricating or cooling medium pumps for i"
3,841340,Concrete pumps
3,841350,Reciprocating positive displacement pumps nes
3,841360,Rotary positive displacement pumps nes
3,841370,Centrifugal pumps nes
3,841381,Pumps nes
3,841382,Liquid elevators
3,841391,Parts of pumps for liquid whether or not fitted
3,841392,Parts of liquid elevators
2,8414,"Air or vacuum pumps,exhausting and compression"
3,841410,Vacuum pumps
3,841420,Hand or foot-operated air pumps
3,841430,Compressors of a kind used in refrigerating equ
3,841440,Air compressors mounted on a wheeled chassis fo
3,841451,"Fans: table,roof etc with a self-cont elec mtr"
3,841459,Fans nes
3,841460,Hoods having a maximum horizontal side not exce
3,841480,"Air or gas compressors, hoods"
3,841490,"Parts of vacuum pumps, compressors, fans, blowe"
2,8415,"Air conditiong machines,with or without automat"
3,841510,"Air conditioning machines window or wall types,"
3,841581,Air cond mach nes inc a ref unit and a valve fo
3,841582,"Air cond mach nes, inc a refrigerating unit"
3,841583,"Air cond mach nes, not incorporating refrigerat"
3,841590,Parts of air conditioning machines
2,8416,"Furnace burners...;mechanical stockers,mechanic"
3,841610,Furnace burners for liquid fuel
3,841620,"Furnace burners nes, including combination burn"
3,841630,"Mech.stokers, mech.grates, mech.ash dischargers"
3,841690,"Parts of furnace burners,mech stokers grates,as"
2,8417,"Indutrial or lab furnaces and ovens,incinerator"
3,841710,"Furnaces&ovens n-elec for the roast,melt or h-t"
3,841720,"Bakery ovens, including biscuit ovens, non-elec"
3,841780,"Industrial or lab furnaces & ovens, inc inciner"
3,841790,Parts of industrial or lab furnaces & ovens inc
2,8418,"Refrigerators,freezers electric or other except"
3,841810,"Combined refrigerator-freezers, fitted with sep"
3,841821,"Refrigerators, household type, compression-type"
3,841822,"Refrigerators, household type, absorption-type,"
3,841829,"Refrigerators, household type, nes"
3,841830,"Freezers of the chest type, not exceeding 800 l"
3,841840,"Freezers of the upright type, not exceeding 900"
3,841850,"Other refrigerating or freezing chests,cabinets"
3,841861,Compression type refrigrting or freez equip who
3,841869,Refrigerating or freezing equipment nes
3,841891,Furniture designed to receive refrigerating or
3,841899,"Parts of refrigerating or freezing equipment, n"
2,8419,"Machinery,plant or lab equipment for all purpos"
3,841911,Instantaneous gas water heaters
3,841919,"Instantaneous or storage water heaters, non-ele"
3,841920,"Medical, surgical or laboratory sterilizers"
3,841931,Dryers for agricultural products
3,841932,"Dryers for wood, paper pulp, paper or paperboar"
3,841939,"Non-domestic, non-electric dryers nes"
3,841940,Distilling or rectifying plant
3,841950,"Heat exchange units, non-domestic, non-electric"
3,841960,Machinery for liquefying air or other gases
3,841981,Machinery for making hot drinks or for cooking
3,841989,"Machinery, plant or laboratory equip for treat"
3,841990,"Parts of machinery, plant and equipment of head"
2,8420,"Calendering,other rolling machines,metals or gl"
3,842010,"Calendering or rolling machines, excluding for"
3,842091,"Cylinders for calendering or rolling mach, excl"
3,842099,"Parts of calendering or rolling mach nes, exclu"
2,8421,"Centrifuges,centrifual dryers;filtering,purifyi"
3,842111,Cream separators
3,842112,"Clothes-dryers, centrifugal"
3,842119,Centrifuges nes
3,842121,Filtering or purifying machinery and apparatus
3,842122,Filtering or purifying machinery and apparatus
3,842123,Oil or petrol-filters for internal combustion e
3,842129,Filtering or purifying machinery and apparatus
3,842131,Intake air filters for internal combustion engi
3,842139,Filtering or purifying machinery and apparatus
3,842191,"Parts of centrifuges, including centrifugal dry"
3,842199,Parts for filtering or purifying mchy & apparat
2,8422,"Dish washing machines,cleaning,drying,labelling"
3,842211,Dish washing machines of the HH type
3,842219,Dish washing machines nes
3,842220,Machinery for cleaning or drying bottles or con
3,842230,Mach for fil/clos/seal/etc.btle/can/box/bag/ctn
3,842240,Packing or wrapping machinery nes
3,842290,"Pts of dish washing,cleaning or drying containe"
2,8423,"Weighing machines of all kinds,weight operated"
3,842310,"Personal weighing machines, including baby scal"
3,842320,Scales for continuous weighing of goods on conv
3,842330,"Constant weight scales, including hopper scales"
3,842381,Weighing machinery having a maximum weighing ca
3,842382,Weighing machinery having a maximum weighing ca
3,842389,"Weighing machinery, nes"
3,842390,Weighing machine weights of all kinds; parts of
2,8424,"Mechanical appliances for projecting,stem,sand"
3,842410,"Fire extinguishers, whether or not charged"
3,842420,Spray guns and similar appliances
3,842430,Steam or sand blasting machines and similar jet
3,842481,Mech appl for proj/disp or spraying liquids or
3,842489,Mech appl (whether or not hand-op) for proj/dis
3,842490,Pts of mech app (hand-op or not) for proj/disp
2,8425,Pulley tackle and hoists other than skip hoists
3,842511,Pulley tackle/hoists electric (exc skip hoists/
3,842519,Pulley tackle/hoists nes (exc skip hoists or ho
3,842520,Pit-head winding gear winches specially designe
3,842531,Winches or capstans nes powered by electric mot
3,842539,Winches or captsans nes
3,842541,Built-in jacking systems of a type used in gara
3,842542,Jacks & hoists nes hydraulic
3,842549,Jacks & hoists nes
2,8426,"Ships'derricks;cranes;mobile lifting frames,str"
3,842611,Gantry & overhead travelling cranes on fixed su
3,842612,Mobile lifting frames on tyres and straddle car
3,842619,Transporter or bridge cranes
3,842620,Tower cranes
3,842630,Portal or pedestal jib cranes
3,842641,Derricks/cranes or works trucks fitted with a c
3,842649,"Derricks, cranes or work trucks fitted with a c"
3,842691,Cranes designed for mounting on road vehicles
3,842699,Cranes or derricks nes
2,8427,"Fork-lift trucks,other trucks fitters with lift"
3,842710,Self-propelled works trucks powered by an elect
3,842720,Self-propelled works trucks nes
3,842790,Trucks fitted with lifting or handling equipmen
2,8428,"Other lifting,handling,loading,unloading machin"
3,842810,Lifts and skip hoists
3,842820,Pneumatic elevators and conveyors
3,842831,Cont-action elevators/conveyors for goods/mat s
3,842832,"Cont-action elevators/conveyors for goods/mat,"
3,842833,"Cont-action elevators/conveyors for goods/mat,"
3,842839,Cont-action elevators/conveyors for goods/mat n
3,842840,Escalators and moving walkways
3,842850,Wagon handling equipment
3,842860,"Teleferics,chair-lifts,ski-draglines; traction"
3,842890,"Lifting, handling, loading or unloading machine"
2,8429,"Self-propelled bulldozers,graders,levellers,scr"
3,842911,"Bulldozers and angledozers, crawler type"
3,842919,"Bulldozers and angledozers, wheeled"
3,842920,"Graders and levellers, self-propelled"
3,842930,"Scrapers, self-propelled"
3,842940,"Tamping machines and road rollers, self-propell"
3,842951,Front end shovel loaders
3,842952,Shovels and excavators with a 360 revolving sup
3,842959,Self-propelled excavating machinery nes
2,8430,"Other moving,grading,machinery for earth,ores,s"
3,843010,Pile-drivers and pile-extractors
3,843020,"Snow-ploughs and snow-blowers, not self-propell"
3,843031,"Coal or rock cutters, self-propelled"
3,843039,"Coal or rock cutters, not self-propelled"
3,843041,"Boring or sinking machinery nes, self-propelled"
3,843049,"Boring or sinking machinery nes, not self-prope"
3,843050,"Construction equipment, self-propelled nes"
3,843061,"Tamping or compacting machinery, not self-prope"
3,843062,"Scrapers, not self-propelled"
3,843069,"Construction equipment, not self-propelled nes"
2,8431,Accessary parts sutiable for machinery of headi
3,843110,Parts of machinery of heading No 84.25
3,843120,Parts of fork-lift and other works trucks fitte
3,843131,"Parts of lifts, skip hoist or escalators"
3,843139,"Parts of lifting, handling, loading or unloadin"
3,843141,"Buckets, shovels, grabs and grips of excavating"
3,843142,Bulldozer and angledozer blades
3,843143,"Parts of boring or sinking machinery, whether o"
3,843149,"Parts of cranes, work-trucks, shovels, and othe"
2,8432,"Agri,horti,forestry machinery for soil preparat"
3,843210,Ploughs
3,843221,Disc harrows
3,843229,"Scarifiers, cultivators, weeders and hoes"
3,843230,"Seeders, planters and transplanters"
3,843240,Manure spreaders and fertiliser distributors
3,843280,"Rollers, stone-removers and oth soil preparatio"
3,843290,Parts for rollers and other soil preparation or
2,8433,"Harvesting,threshing,sorting,grading machinery"
3,843311,"Mowers, powered, lawn, with horizontal cutting"
3,843319,"Mowers, powered, lawn, nes"
3,843320,Mowers for hay etc including cutter bars for tr
3,843330,Hay tedders and rakes and other haymaking machi
3,843340,"Straw or fodder balers, including pick-up baler"
3,843351,Combine harvester-threshers
3,843352,Threshing machinery nes
3,843353,Root or tuber harvesting machines
3,843359,Harvesting machinery nes
3,843360,"Machines for cleaning, sorting or grading eggs,"
3,843390,"Parts of harvesting, threshing and oth agricult"
2,8434,Milking machines and dairy machinery
3,843410,Milking machines
3,843420,Dairy machinery
3,843490,Parts of milking machines and dairy machinery
2,8435,"Presses,crushers machinery for producing wine,f"
3,843510,"Presses, crushers &sim mach used in the mfg of"
3,843590,"Parts of presses, crushers & sim mach used in t"
2,8436,"Other agri,horti,fitted with thermal equipment,"
3,843610,Machinery for preparing animal feeding stuffs
3,843621,Poultry incubators and brooders
3,843629,"Poultry-keeping machinery, nes"
3,843680,Agri/hortic/forestry bee-keeping mach nes inc g
3,843691,Parts of poultry-keeping machinery
3,843699,Parts of agr/hort/forestry/bee-keeping mach nes
2,8437,"Machinery used in the milling industry,other th"
3,843710,"Machines for cleaning/sorting or grading seed,g"
3,843780,Mach for milling/working of cereals/ dried legu
3,843790,"Pts of clean/sort mach etc for seed/grn, mill/w"
2,8438,Machinery not specified or included in this Cha
3,843810,"Bakery mach and machy for the mfg of macaroni,"
3,843820,"Machinery for the manufacture of confectionary,"
3,843830,Machinery for sugar manufacture
3,843840,Brewery machinery
3,843850,Machinery for the preparation of meat or poultr
3,843860,"Machinery for the preparation of fruits, nuts o"
3,843880,Mach for the ind prep/mfr of food/ drink exc fo
3,843890,Pts of mach for the ind prep/mfr of food etc ex
2,8439,Machinery for making pulp of fibrous material f
3,843910,Machinery for making pulp of fibrous cellulosic
3,843920,Machinery for making paper or paperboard
3,843930,Machinery for finishing paper or paperboard
3,843991,Parts of mach for making pulp of fibrous cellul
3,843999,Parts of mach for making or finishing paper or
2,8440,"Book-binding machinery,including book-sewing ma"
3,844010,"Book-binding machinery, including book-sewing m"
3,844090,Parts of book-binding machinery including book-
2,8441,"Other machinery for making up paper pul,includi"
3,844110,"Cutting machines for paper pulp, paper or paper"
3,844120,"Machines for making bags, sacks or envelopes of"
3,844130,"Mach for making boxes or sim cont, of paper or"
3,844140,"Machines for moulding articles in paper pulp, p"
3,844180,"Machinery for making up paper pulp, paper or pa"
3,844190,"Pts of mach for making up paper pulp,paper or p"
2,8442,"Machinery,apparatus(other than in heading 84.56"
3,844210,Phototype-setting and composing machines
3,844220,Mach app&equip for type-set or comp by oth proc
3,844230,Mach app & equip for preparing or making printi
3,844240,Pts of mach/app&equip for type-set or type-foun
3,844250,"Printing type,blocks,plates,cylinders&oth print"
2,8443,Printing machinery;machines for used ancillary
3,844311,Reel fed offset printing machinery
3,844312,"Sheet fed, office type (sheet size not exc-22x3"
3,844319,Offset printing machinery nes
3,844321,Reel fed letterpress printing mach exc flexogra
3,844329,Letterpress printing machinery nes exc flexogra
3,844330,Flexographic printing machinery
3,844340,Gravure printing machinery
3,844350,Printing machinery nes
3,844360,Machines for uses ancillary to printing
3,844390,Parts of printing machinery & machines for uses
2,8444,"Machines for extruding,drawing,texturing or cut"
3,844400,"Machines for extruding, drawing, text or cuttin"
2,8445,"Machines for prepar textile fibres,yarns for th"
3,844511,Textile carding machines
3,844512,Textile combing machines
3,844513,Textile drawing or roving machines
3,844519,Textile preparing machines nes
3,844520,Textile spinning machines
3,844530,Textile doubling or twisting machines
3,844540,Textile winding (including weft-winding) or ree
3,844590,Machinery for producing or preparing textile ya
2,8446,Weaving machines(looms)
3,844610,Machines for weaving fabrics of a width not exc
3,844621,Machines for weaving fabrics of a width exc 30
3,844629,Machines for weaving fabrics of a width exceedi
3,844630,Machines for weaving fabrics of a width exceedi
2,8447,"Knitting machines,stitch-bonding,for making bra"
3,844711,Circular knitting machines with cylinder diamet
3,844712,Circular knitting machines with cylinder diamet
3,844720,Flat knitting machines; stitch-bonding machines
3,844790,Mach for making gimped yarn/tulle/lace/embroide
2,8448,"Auxiliary machinery,accessoires fot the machine"
3,844811,"Dobbies,Jacquards,card reducing, for use with m"
3,844819,Auxiliary machinery nes for machines of heading
3,844820,Pts & access of mach of hdg No 84.44 or of thei
3,844831,Card clothing for hdg No 84.45
3,844832,"Pts&access of mach for prep text fib,(exc card"
3,844833,"Spindles,spindle flyers,spinning rings&ring tra"
3,844839,Pts & access of mach of heading No 84.45 or of
3,844841,Shuttles for weaving machines (looms)
3,844842,"Reeds for looms, healds & heald-frames for weav"
3,844849,Parts and accessories of weaving mches or of th
3,844851,"Sinkers,needles&oth art. used in form stitches"
3,844859,Parts&access of machines of hdg No 84.47 or of
2,8449,"Machinery for manucafure or finishing of felt,b"
3,844900,Mach for the mfr or fin of felt or n-wov in the
2,8450,"Household,laundry-type washing machines,includi"
3,845011,"Automatic washing machines, of a dry linen capa"
3,845012,Washing machines of a dry linen capacity =<10kg
3,845019,Household or laundry-type washing mach of a dry
3,845020,Household or laundry-type washing mach of a dry
3,845090,Parts of household or laundry-type washing mach
2,8451,All other dry cleaning machines other than mach
3,845110,Dry-cleaning machines o/t hdg No 84.50
3,845121,Drying machines (o/t hdg No 84.50) each of a dr
3,845129,Drying machines (o/t No 84.50) nes
3,845130,Ironing mach & presses (including fusing presse
3,845140,"Washing, bleaching or dyeing machines (o/t mach"
3,845150,"Mach for reeling,unreeling,folding,cut or pink"
3,845180,Mach for wring/dress/finishing/coating or impre
3,845190,Pts of washing/cleaning/drying/ironing/ dyeing
2,8452,"Sewing machines,table,bases,covers specially de"
3,845210,Household type sewing machines
3,845221,"Automatic sewing machines, other than book-sewi"
3,845229,"Sewing machines, other than book-sewing machine"
3,845230,Sewing machine needles
3,845240,"Furniture, bases and covers for sewing machines"
3,845290,"Parts of sewing machines, nes"
2,8453,"Machinery for preparing,tanning hides,skins,lea"
3,845310,"Machinery for preparing,tanning or working hide"
3,845320,Machinery for making or repairing footwear
3,845380,"Mach for making or repair art of hides,skins or"
3,845390,Pts of mach for prep etc hides skin leather or
2,8454,"Converters,ladles,ingot moulds,casting machines"
3,845410,Converters used in metallurgy or metal foundrie
3,845420,Ingot moulds & ladles used in metallurgy or met
3,845430,Casting machines used in metallurgy or metal fo
3,845490,Pts of converters/ladles/ingot moulds&casting m
2,8455,Metal-rolling mills and rolls therefor
3,845510,"Tube mills, metal rolling"
3,845521,Hot or combination hot & cold metal rolling mil
3,845522,Cold metal rolling mills
3,845530,Rolls for metal rolling mills
3,845590,Parts of metal rolling mills & rolls
2,8456,Machines-tools for working any material by elec
3,845610,Mach-tls for work any mat by rem of mat optd by
3,845620,Mach-tls for work any mat by rem of mat optd by
3,845630,Mach-tls for work any mat by rem of mat optd by
3,845690,Mach-tls for work any mat by rem of mat optd by
2,8457,"Machining centres,unti construction machines fo"
3,845710,"Machining centres, for working metal"
3,845720,Unit construction machines (single sta) for wor
3,845730,Multi-station transfer machines for working met
2,8458,Lathes fr removing metal
3,845811,Horizontal lathes numerically controlled for re
3,845819,Horizontal lathes nes for removing metal
3,845891,Lathes nes numerically controlled for removing
3,845899,Lathes nes for removing metal
2,8459,"Machine-tools for drilling,boringother than lat"
3,845910,Way-type unit head mches for removing metal
3,845921,Drilling mches nes; numerically controlled for
3,845929,"Drilling mches nes, for removing metal"
3,845931,"Boring-milling mches nes, numerically controlle"
3,845939,Boring-milling mches nes for removing metal
3,845940,Boring machines nes for removing metal
3,845951,"Milling mach, knee-type numerically controlled"
3,845959,"Milling mach, knee-type nes for removing metal"
3,845961,"Milling machines nes, numerically controlled fo"
3,845969,"Milling machines nes, for removing metal"
3,845970,Threading or tapping machines nes for removing
2,8460,"Machine-tools for deburring,lapping etc. other"
3,846011,Fl-surf grinding mach where the pos of one axis
3,846019,Fl-surf grinding mach where the pos of one axis
3,846021,Grinding mach where pos of one axis to an acc t
3,846029,Grinding mach where pos of one axis to an acc t
3,846031,Sharpening (tool or cutter grinding) mach n/c f
3,846039,Sharpening (tool or cutter grinding) mach nes f
3,846040,Honing or lapping machines for removing metal
3,846090,Mach-tools for deburring polishing etc for fin
2,8461,"Machine-tools for planing,shaping,gear cutting"
3,846110,Planing machines by removing metal
3,846120,Shaping or slotting machines by removing metal
3,846130,Broaching machines by removing metal
3,846140,"Gear cutting, gear grinding or gear finishing m"
3,846150,Sawing or cutting-off machines by removing meta
3,846190,Filing or engraving mach(o/t those of hdg 84.59
2,8462,"Machine-tools for working metal by forgoing,not"
3,846210,Forging or die-stamping mach (inc presses) and
3,846221,Bending folding stgting or flattening mach (inc
3,846229,Bending/folding/stgting or flattening mach (inc
3,846231,Shearing mach (inc presses) o/t combined punch/
3,846239,Shearing mach (inc presses) o/t combined pnnch/
3,846241,Punching/notching mach including comb punch/she
3,846249,Punching/notching mach including comb punch/she
3,846291,Hydraulic presses for working metal
3,846299,Presses nes for working metal
2,8463,"Other machine-tools for working metal,sintered"
3,846310,Draw-benches for bars/tubes/profiles wire or th
3,846320,Thread rolling machines for working metal
3,846330,Machines for working metal wire
3,846390,Mach-tls for wrkg mtl/sntrd mtl carbd or cermet
2,8464,"Machine-tools for working stons,ceramics,concre"
3,846410,Sawing mach for wrkg stone/ceram/concr/asb/ceme
3,846420,Grindg/polish mach for wrkg ston/ceram/concr/as
3,846490,Mach-tls for wrkg ston/ceram/concr/asb-cement e
2,8465,"Machine-tools,otherwise for working wood,etc.ha"
3,846510,Mach which can c/o diff typ of mach op w/o tl c
3,846591,Sawing machines for working wood/cork/ bone/har
3,846592,Planing/milling or moulding (by cutting) mach f
3,846593,Grinding/sanding or polishing mach for working
3,846594,Bending or assy mach for wrkg wood/cork/ bone/h
3,846595,Drilling or morticing mach for wrkg wood /cork/
3,846596,Splitting/slicing or paring mach for wrkg wood/
3,846599,Mach-tls for working wod/crk/bne/hrd rubber/hrd
2,8466,"Parts,accessories suitable for the machines in"
3,846610,Tool holders and self-opening dieheads for use
3,846620,Work holders for use with mach of hdg 84.56 to
3,846630,Dividg heads & other spec attach for mch for us
3,846691,Parts and accessories nes for use on machines o
3,846692,Parts and accessories nes for use on machines o
3,846693,Parts and accessories nes for use on machines o
3,846694,Parts and accessories nes for use on machines o
2,8467,"Tools for working in the hand,pneumatic/self co"
3,846711,"Tools for working in the hand, pneumatic rotary"
3,846719,"Tools for working in the hand, pneumatic type n"
3,846781,Chain saws
3,846789,Tools for working in the hand with self-contain
3,846791,Chain saw parts
3,846792,Pneumatic hand tool parts
3,846799,"Hand tools nes, parts of"
2,8468,"Machinery and apparatus for soldering,other tha"
3,846810,"Torches, hand-held, for soldering, brazing or w"
3,846820,Gas-operated machinery for welding nes
3,846880,Welding machinery not gas-operated
3,846890,Welding machinery parts
2,8469,Typewriters and word-processing machines
3,846910,Automatic typewriters and word-processing machi
3,846921,"Typewriters, electric, weighing not more than 1"
3,846929,"Typewriters, electric, nes"
3,846931,"Typewriters, non-electric, weighing not more th"
3,846939,"Typewriters, non-electric, nes"
2,8470,"Calculating machines;accounting machines,postag"
3,847010,Electronic calculators capable of oper without
3,847021,"Electronic calculating machines, incorporating"
3,847029,"Electronic calculating machines, nes"
3,847030,"Calculating machines, nes"
3,847040,Accounting machines
3,847050,Cash registers
3,847090,Postage franking mchy ticket-issuing mchy etc i
2,8471,"Automatic data processing,magnetic,optical read"
3,847110,Analogue or hybrid automatic data processing ma
3,847120,Digital auto data process mach cntg in the same
3,847191,Digital process units whether or not presented
3,847192,"Input or output units, whether or not presented"
3,847193,"Storage units, whether or not presented with th"
3,847199,Automatic data processing machines and units th
2,8472,"Other office machines(hectograph,stencil duplic"
3,847210,Office duplicating machines
3,847220,Addressing machines and address plate embossing
3,847230,Mchy for sorting or folding mail etc & mchy for
3,847290,"Office machines, nes"
2,8473,Parts suitable for use solely or principally wi
3,847310,Parts and accessories of typewriters and word-p
3,847321,Parts and accessories of electronic calculating
3,847329,Parts and accessories of calculating & accounti
3,847330,Parts and accessories of automatic data process
3,847340,"Parts and accessories of other office machines,"
2,8474,"Machinery for sorting,screening,agglomerating,f"
3,847410,Sorting/screening/separating or washing mach fo
3,847420,Crushing/grinding machines for earth/ stone/ore
3,847431,Concrete or mortar mixers
3,847432,Machines for mixing mineral substances with bit
3,847439,Mixing or kneading machines nes for earth or ot
3,847480,"Mach for agglomerating minerals fuels,mach for"
3,847490,Pts of sorting/screening/mixing/crushing/grindi
2,8475,"Machines for assembling bulbs,lamps,in glass en"
3,847510,"Mach for assembling electric lamps, tubes, flas"
3,847520,Machines for manufacturing or hot working glass
3,847590,Parts of glass working machines
2,8476,Automatic goods-vending machines(postage stamp
3,847611,Automatic gds-vending mach incorporating heatin
3,847619,"Automatic goods-vending machines, nes"
3,847690,Parts of automatic goods-vending machine
2,8477,Machinery for working rubber or plastics/other
3,847710,Injection-moulding machines for working rubber
3,847720,Extruders for working rubber or plastics nes
3,847730,Blow moulding machines for working rubber or pl
3,847740,Vacuum mld mach & other thermoforming mach to w
3,847751,Mach for moulding/retreading pneu tires or to m
3,847759,Mach for moulding or otherwise forming rubber o
3,847780,Mach for working rubber or plastics or for the
3,847790,Pts of mach for wrkg rubber or plas or for the
2,8478,Machinery for making up tobacco not spefified e
3,847810,Machinery for preparing or making up tobacco ne
3,847890,Parts of machinery for preparing or making up t
2,8479,"Machines,mechanical appliances having individua"
3,847910,"Mach for public works,building or the like,nes"
3,847920,Mach for the extraction/prep of animal/ fixed f
3,847930,Press for the mfr of part/fib board or for trea
3,847940,"Rope or cable-making machines, nes having indiv"
3,847981,Mach for treating mtl inc electric wire coil-wi
3,847982,Mach for mixing/kneading/crushing/grinding etc
3,847989,Machines & mechanical appliances nes having ind
3,847990,Parts of machines & mechanical appliances nes h
2,8480,"Moulding boxes for metal foundry,bases,patterns"
3,848010,"Boxes, moulding, for metal foundry"
3,848020,"Bases, mould"
3,848030,"Patterns, moulding"
3,848041,"Moulds, injection or compression types, for met"
3,848049,"Moulds for metal or metal carbides, nes"
3,848050,Moulds for glass
3,848060,Moulds for mineral materials
3,848071,"Moulds, injection or compression types, for rub"
3,848079,"Moulds for rubber or plastics, nes"
2,8481,"Tapes,valves,for pipes pressure reducing,thermo"
3,848110,"Valves, pressure reducing"
3,848120,Valves for oleohydraulic or pneumatic transmiss
3,848130,"Valves, check"
3,848140,"Valves, safety or relief"
3,848180,"Taps, cocks, valves and similar appliances, nes"
3,848190,"Parts of taps, cocks, valves or similar applian"
2,8482,Ball or roller bearings
3,848210,"Bearings, ball"
3,848220,"Bearings, tapered roller, including cone and ta"
3,848230,"Bearings, spherical roller"
3,848240,"Bearings, needle roller"
3,848250,"Bearings, cylindrical roller, nes"
3,848280,"Bearings, ball or roller, nes, including combin"
3,848291,"Balls, needles and rollers for bearings"
3,848299,"Bearing parts, nes"
2,8483,"Transmission shafts,cranks,clutches,sahft coupl"
3,848310,"Transmission shafts and cranks, including cam s"
3,848320,"Bearing housings, incorporating ball or roller"
3,848330,"Bearing housings,not incorporating ball/roller"
3,848340,"Gears and gearing,ball screws,gear boxes,speed"
3,848350,"Flywheels and pulleys, including pulley blocks"
3,848360,Clutches and shaft couplings (including univers
3,848390,Parts of power transmission equipment or oth gd
2,8484,"Gaskets and similar joints of metal sheeting,pu"
3,848410,Gaskets of metal sheeting combined with other m
